State Name,Division Name,SchemeId,Scheme Name,Estimated cost (in lakhs) as per work order,Sanction Year,SLSSC/ DWSSM meeting date (dd/mm/yyyy),Work order date (dd/mm/yyyy),Physical completion date,Tentative completion date,Derived estimated cost  (in lakhs),Total_inadmissible_cost  (in lakhs),Derived estimated cost after removing inadmisible cost loaded on JJM  (in lakhs),Total expenditure (in lakhs),Total central expenditure (in lakhs),Total expenditure (in lakhs) on or after 2019-20,Total central expenditure (in lakhs) on or after 2019-20,Status Of Completion,Category,Village Scheme Type,FHTCS planned,FHTCS provided,Source of Scheme,Un-verified status,Main Schemes Funded From,Type of scheme,In-village infrastructure cost (in lakhs) (After financial authentication),Central share cost (in lakhs) (After financial authentication),Community contribution (in lakhs) (After financial authentication),Physical completion progress (In percentage),Physical Work Status,Last FHTC reported Month,Last FHTC reported Year,Last Expenditure reported Month,Last Expenditure reported Year,Updated On
madhya pradesh,e.e. phed division sheopur,8321654.0,dhodar p.s,0.88,2021-2022,22-02-2021,19-06-2021,not provided,31-05-2023,0.88,0.0,0.88,0.87,0.44,0.87,0.44,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.44,0.0,25.0,ongoing but physically not completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division morena,8332074.0,govt ms chhatte ka pura,1.5,2021-2022,21-12-2020,28-05-2021,not provided,31-07-2021,1.5,0.0,1.5,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.75,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division tikamgarh,30205408.0,retrifitting kumrau khiriya,65.46,2020-2021,14-10-2020,14-02-2024,not provided,31-12-2025,65.46,0.0,65.46,60.50837,0.0,60.50837,0.0,ongoing,retrofit/ augmentation,svs,58.0,0.0,ground water based,not specified,state and others,state & other completed and subsumed for retrofit & augmentation,65.45,29.457,6.545,0.0,ongoing but physically not completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division dindori,8321323.0,kapoti school/aganwadi,5.84,2020-2021,24-11-2020,13-03-2021,not provided,31-12-2024,5.84,0.0,5.84,13.21345,12.01204,13.21345,12.01204,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.92,0.0,80.0,ongoing but physically not completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division barwani,8369523.0,ramkola njjm pwss,193.46,2021-2022,21-12-2020,20-06-2021,26-10-2024,31-03-2025,193.46,0.0,193.46,193.45999,96.73,193.45999,96.73,ongoing,new pws scheme,svs,277.0,260.0,ground water based,not specified,jjm-pws,pws schemes,0.0,96.73,0.0,100.0,physically completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division dindori,8339923.0,bhaiswahi mukaddam tola (school)/aganwadi,2.96,2020-2021,24-11-2020,05-04-2021,10-10-2024,31-12-2024,2.96,0.0,2.96,0.77968,0.0,0.77968,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.48,0.0,100.0,physically completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed divivsion bhopal,30099763.0, patalpur  svs,36.03,2021-2022,16-09-2021,28-07-2022,not provided,30-09-2025,36.03,0.0,36.03,35.01221,16.213,35.01221,16.213,ongoing,new pws scheme,svs,123.0,50.0,ground water based,not specified,jjm-pws,pws schemes,36.03,16.213,3.603,40.0,ongoing but physically not completed,not provided,2023.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division mandsour,8222806.0,digaonmali retrofitting scheme,81.8,2020-2021,09-07-2020,04-03-2021,20-05-2023,31-03-2025,81.8,0.0,81.8,76.0306,36.0153,76.0306,36.0153,ongoing,retrofit/ augmentation,svs,203.0,209.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,81.8,36.81,8.18,100.0,physically completed,not provided,2022.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30245136.0,lakdai jamhodi_an,1.5,2022-2023,03-03-2023,02-08-2023,not provided,31-12-2024,1.5,0.0,1.5,1.5,0.75,1.5,0.75,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.75,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8362562.0,patadiya dhakad high secondaryschool,3.73,2021-2022,31-03-2021,06-04-2021,not provided,30-10-2022,3.73,0.0,3.73,3.725,1.865,3.725,1.865,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.865,0.0,0.0,ongoing but physically not completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division shajapur,8331713.0,middle school part 2 (sjp),44.6,2021-2022,06-02-2021,04-06-2021,17-07-2023,31-03-2024,44.6,0.0,44.6,34.20651,17.75459,34.20651,17.75459,ongoing,new pws scheme,mvs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,22.3,0.0,100.0,physically completed,not provided,not specified,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed divivsion vidisha,30159312.0,dharga (new svs),51.61,2022-2023,30-08-2022,20-04-2023,not provided,30-06-2025,51.61,0.0,51.61,49.03248,23.224,49.03248,23.224,ongoing,new pws scheme,svs,176.0,174.0,ground water based,not specified,jjm-pws,pws schemes,51.61,23.224,5.161,70.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division katni,30235936.0,tikariya pwss scheme,50.54,2022-2023,27-01-2023,21-02-2024,not provided,30-06-2025,50.54,0.0,50.54,23.87724,2.76728,23.87724,2.76728,ongoing,new pws scheme,svs,111.0,66.0,ground water based,not specified,jjm-pws,pws schemes,50.54,22.743,5.054,60.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion betul,30234148.0,bichhukhan jjm,31.79,2022-2023,27-02-2023,08-08-2023,not provided,31-12-2025,31.79,0.0,31.79,6.43614,2.14934,6.43614,2.14934,ongoing,new pws scheme,svs,84.0,63.0,bulk water based,not specified,jjm-pws,pws schemes,31.79,15.1,1.59,0.0,ongoing but physically not completed,not provided,2025.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division barwani,8357061.0,kardki sch./agn.jjm scheme,25.23,2020-2021,31-12-2020,03-07-2021,not provided,31-03-2022,25.23,0.0,25.23,14.0317,6.68775,14.0317,6.68775,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,12.615,0.0,24.0,ongoing but physically not completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division ujjain,30052720.0,nimadi jjm pwss scheme 2021-22,32.65,2021-2022,27-11-2020,18-08-2022,30-10-2023,31-12-2025,32.65,0.0,32.65,32.64887,14.40944,32.64887,14.40944,ongoing,new pws scheme,svs,102.0,77.0,ground water based,not specified,jjm-pws,pws schemes,32.65,14.692,3.265,100.0,physically completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division jabalpur,30095330.0,khairi retro,72.9368,2020-2021,12-08-2020,11-05-2022,not provided,31-12-2025,72.9368,0.0,72.9368,33.09469,16.8408,33.09469,16.8408,ongoing,retrofit/ augmentation,svs,215.0,67.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,72.937,32.822,7.294,50.0,ongoing but physically not completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division dewas,8152266.0,sanwer retro pwss,218.2,2020-2021,08-07-2020,19-11-2020,19-02-2024,31-12-2024,218.2,0.0,218.2,184.92667,93.78702,184.92667,93.78702,ongoing,retrofit/ augmentation,svs,470.0,662.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,218.2,98.19,21.82,100.0,physically completed,not provided,2021.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division bhind,8143175.0,sayana jjm schemes,154.09,2019-2020,04-03-2020,16-09-2020,not provided,30-06-2025,154.09,0.0,154.09,129.39455,70.67159,129.39455,70.67159,ongoing,new pws scheme,svs,500.0,513.0,ground water based,not specified,jjm-pws,pws schemes,154.09,69.341,15.409,71.0,ongoing but physically not completed,not provided,2024.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed divivsion rajgarh,8360260.0,panwadi aaganbadi,1.53,2021-2022,31-03-2021,06-04-2021,15-03-2023,16-03-2023,1.53,0.0,1.53,0.40723,0.20361,0.40723,0.20361,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.765,0.0,100.0,physically completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division bhind,30219188.0,aimanpura new jjm pwss,19.7,2022-2023,28-12-2022,01-06-2023,not provided,30-06-2025,19.7,0.0,19.7,12.9,3.5,12.9,3.5,ongoing,new pws scheme,svs,73.0,0.0,ground water based,not specified,jjm-pws,pws schemes,19.7,8.865,1.97,10.0,ongoing but physically not completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division neemuch,8352412.0,ms devriya,1.0,2021-2022,09-03-2021,01-04-2021,30-09-2021,31-03-2022,1.0,0.0,1.0,1.0,0.5,1.0,0.5,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.5,0.0,100.0,physically completed,not provided,not specified,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division singrouli,8388674.0,pipri,4.14,2021-2022,23-02-2021,16-07-2021,04-06-2023,06-06-2024,4.05,0.0,4.05,4.05,2.025,4.05,2.025,financially completed,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,2.07,0.0,100.0,physically completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division ujjain,30046305.0,palwa retrofitting scheme,55.4,2021-2022,18-11-2021,08-02-2022,not provided,31-12-2025,55.4,0.0,55.4,54.95241,24.93,54.95241,24.93,ongoing,new pws scheme,svs,295.0,165.0,ground water based,not specified,jjm-pws,pws schemes,55.4,24.93,5.54,76.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division guna,8155638.0,sakatpur rettro fitting scheme,45.36,2020-2021,11-09-2020,24-11-2020,18-05-2023,30-04-2025,45.36,0.0,45.36,42.30453,22.66562,42.30453,22.66562,ongoing,retrofit/ augmentation,mvs,175.0,61.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,45.36,20.412,4.536,100.0,physically completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,bhopal (e&m) division,8354733.0,garru khedi jjm pwss (mechanical),15.46,2020-2021,29-12-2020,17-02-2021,15-02-2024,30-04-2025,15.46,0.0,15.46,14.4899,5.89122,14.4899,5.89122,ongoing,new pws scheme,svs,24.0,24.0,ground water based,not specified,jjm-pws,pws schemes,15.46,6.957,1.546,100.0,physically completed,not provided,2023.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division chhindwara,30251013.0,rajora khurd_ps,1.81,2020-2021,15-01-2021,26-05-2023,11-11-2024,12-11-2024,1.81,0.0,1.81,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.905,0.0,100.0,physically completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division sheopur,8228187.0,jamurdi anganwadi,0.88,2020-2021,22-02-2021,08-03-2021,31-08-2021,30-06-2021,0.88,0.0,0.88,0.87,0.44,0.87,0.44,ongoing,new pws scheme,svs,118.0,26.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.44,0.0,42.0,physically completed,not provided,2021.0,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed divivsion indore,8134470.0,gujarkheda retrofitting (c) scheme,69.96,2020-2021,19-08-2020,03-12-2020,01-03-2025,28-02-2026,69.96,0.0,69.96,61.83368,30.17489,61.83368,30.17489,ongoing,retrofit/ augmentation,svs,713.0,575.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,69.96,31.482,6.996,100.0,physically completed,not provided,2024.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion harda,30156770.0,banspani jjm new,69.73,2022-2023,09-12-2022,06-09-2023,22-03-2025,31-05-2025,69.73,0.0,69.73,66.243,21.84576,66.243,21.84576,ongoing,new pws scheme,svs,231.0,177.0,ground water based,not specified,jjm-pws,pws schemes,69.73,33.122,3.487,100.0,physically completed,not provided,2025.0,not provided,2024.0,23-04-2025
madhya pradesh,jabalpur (e&m) division,8356059.0,lamheta pwss m,14.34,2021-2022,16-02-2021,19-04-2021,23-04-2024,05-12-2024,14.34,0.784,13.556,9.22436,2.09721,9.22436,2.09721,ongoing,new pws scheme,svs,31.0,30.0,ground water based,not specified,jjm-pws,pws schemes,13.556,6.439,0.678,100.0,physically completed,not provided,2022.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division mauganj,30250355.0,majan ramkripal(govt. siksha guarantee),1.1682,2021-2022,22-08-2021,01-12-2021,not provided,31-12-2024,1.1682,0.0,1.1682,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,0.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.584,0.0,40.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed divivsion indore,8344391.0,khajuriya pwss scheme,84.83,2020-2021,19-08-2020,03-06-2021,18-07-2023,30-10-2025,84.83,0.0,84.83,62.51704,33.50912,62.51704,33.50912,ongoing,new pws scheme,svs,391.0,391.0,ground water based,not specified,jjm-pws,pws schemes,84.83,38.173,8.483,100.0,physically completed,not provided,2022.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division bhind,30214637.0,chamhedi new jjm pwss,125.865,2022-2023,19-01-2023,29-09-2023,not provided,30-06-2025,125.865,0.0,125.865,3.0,0.0,3.0,0.0,ongoing,new pws scheme,svs,452.0,0.0,ground water based,not specified,jjm-pws,pws schemes,125.865,56.639,12.587,0.0,ongoing but physically not completed,not provided,not specified,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division shahdol,30052519.0,budhsar,61.72,2021-2022,01-06-2021,18-07-2022,not provided,31-08-2025,61.72,0.0,61.72,60.94562,22.92847,60.94562,22.92847,ongoing,new pws scheme,svs,229.0,46.0,ground water based,not specified,jjm-pws,pws schemes,61.72,27.774,6.172,60.0,ongoing but physically not completed,not provided,2023.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion sehore,8220647.0,rola retrofiting,39.22,2020-2021,15-10-2020,01-03-2021,14-12-2023,25-10-2024,39.22,0.0,39.22,39.1,19.55,39.1,19.55,ongoing,retrofit/ augmentation,svs,188.0,151.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,39.22,17.649,3.922,100.0,physically completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,rewa (e&m) division,8375305.0,niviha pwss (mech ),19.98,2020-2021,01-03-2021,08-06-2021,02-02-2024,31-05-2024,19.98,0.0,19.98,18.28652,9.14326,18.28652,9.14326,ongoing,new pws scheme,svs,41.0,45.0,ground water based,not specified,jjm-pws,pws schemes,19.98,8.991,1.998,100.0,physically completed,not provided,2022.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division khargone,30004751.0,dalchi_retro,101.21,2021-2022,11-11-2021,31-08-2022,not provided,31-12-2025,101.21,0.0,101.21,99.20461,39.09941,99.20461,39.09941,ongoing,retrofit/ augmentation,svs,91.0,0.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,101.21,45.544,10.121,90.0,ongoing but physically not completed,not provided,not specified,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed divivsion raisen,8191325.0,padrai khurd new pwss 2021,24.88,2020-2021,28-08-2020,12-12-2020,not provided,25-12-2024,24.88,0.0,24.88,12.85518,8.03844,12.85518,8.03844,ongoing,new pws scheme,svs,108.0,78.0,ground water based,not specified,jjm-pws,pws schemes,24.88,11.196,2.488,40.0,ongoing but physically not completed,not provided,2024.0,not provided,2024.0,23-04-2025
madhya pradesh,e.e. phed division khargone,8260244.0,karoli_pwss_retro,213.15,2020-2021,01-03-2021,23-08-2021,not provided,31-12-2024,213.15,0.0,213.15,228.87778,114.43889,228.87778,114.43889,ongoing,retrofit/ augmentation,svs,80.0,112.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,213.15,95.918,21.315,80.0,ongoing but physically not completed,not provided,2024.0,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division khargone,8157848.0,kedi bujurg_pwss retro,55.78,2020-2021,21-12-2020,02-03-2021,19-05-2023,31-12-2024,55.78,0.0,55.78,52.65943,26.44156,52.65943,26.44156,ongoing,retrofit/ augmentation,svs,200.0,106.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,55.78,25.101,5.578,100.0,physically completed,not provided,2022.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division datia,8380263.0,"intarora,school",1.2,2021-2022,23-11-2020,18-06-2021,not provided,31-03-2024,1.2,0.0,1.2,0.42857,0.42857,0.42857,0.42857,ongoing,new pws scheme,mvs,6.0,0.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,0.6,0.0,25.0,ongoing but physically not completed,not provided,not specified,not provided,2021.0,23-04-2025
madhya pradesh,e.e. phed division mandsour,30086940.0,retrofitting scheme of village rawati,34.55,2021-2022,25-07-2021,25-02-2022,18-09-2023,16-02-2024,34.55,0.0,34.55,29.13107,14.88553,29.13107,14.88553,ongoing,new pws scheme,svs,54.0,22.0,ground water based,not specified,jjm-pws,pws schemes,34.55,15.547,3.455,100.0,physically completed,not provided,2023.0,not provided,2023.0,23-04-2025
madhya pradesh,e.e. phed division khargone,30245414.0,navrangpura_pwss,74.12,2023-2024,05-07-2023,19-09-2023,not provided,31-07-2025,74.12,0.0,74.12,65.21517,35.207,65.21517,35.207,ongoing,new pws scheme,svs,128.0,128.0,ground water based,not specified,jjm-pws,pws schemes,74.12,35.207,3.706,75.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed divivsion bhopal,8369755.0,kanera  ps,2.34,2020-2021,30-12-2020,18-06-2021,25-09-2024,30-11-2024,2.34,0.0,2.34,2.34,1.17,2.34,1.17,ongoing,new pws scheme,svs,0.0,12.0,ground water based,not specified,jjm-pws,exclusive schools/ awc,0.0,1.17,0.0,100.0,physically completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division dhar,8155060.0,ahirwas npwss 2020,135.95,2020-2021,01-12-2020,10-12-2020,31-03-2022,31-12-2025,135.95,0.0,135.95,125.90779,66.39676,125.90779,66.39676,ongoing,retrofit/ augmentation,svs,358.0,303.0,ground water based,not specified,nrdwp,nrdwp completed and subsumed for retrofit & augmentation,135.95,61.177,13.595,100.0,physically completed,not provided,2022.0,not provided,2022.0,23-04-2025
madhya pradesh,e.e. phed division tikamgarh,30232531.0,pwss karaula,163.2,2022-2023,15-02-2023,05-02-2024,not provided,31-03-2025,163.2,0.0,163.2,0.0,0.0,0.0,0.0,ongoing,new pws scheme,svs,471.0,0.0,ground water based,not specified,jjm-pws,pws schemes,163.2,73.44,16.32,0.0,ongoing but physically not completed,not provided,not specified,not provided,not specified,23-04-2025
madhya pradesh,e.e. phed division gwalior,30040938.0,chhatarpur new jjm pwss,37.05,2021-2022,17-11-2021,06-10-2022,21-01-2024,30-06-2025,37.05,0.0,37.05,37.05,16.4992,37.05,16.4992,ongoing,new pws scheme,svs,72.0,72.0,ground water based,not specified,jjm-pws,pws schemes,37.05,16.672,3.705,100.0,physically completed,not provided,2023.0,not provided,2025.0,23-04-2025
madhya pradesh,jabalpur (e&m) division,8330654.0,ghughari (	bilhari) retro pwss,38.1176,2020-2021,20-12-2020,11-05-2021,not provided,31-12-2025,38.1176,0.0,38.1176,33.66697,17.09082,33.66697,17.09082,ongoing,retrofit/ augmentation,svs,44.0,19.0,ground water based,not specified,state and others,state & other completed and subsumed for retrofit & augmentation,38.118,17.153,3.812,85.0,ongoing but physically not completed,not provided,2025.0,not provided,2025.0,23-04-2025
madhya pradesh,e.e. phed division singrouli,7757972.0,dhauhani pwss,62.66,2017-2018,25-03-2021,12-10-2017,not provided,31-12-2024,59.06,0.0,59.06,57.22215,28.197,53.62215,26.397,ongoing,retrofit/ augmentation,svs,247.0,49.0,ground water based,not specified,nrdwp,ongoing and subsumed for retrofit & augmentation,62.66,28.197,6.266,90.0,ongoing but physically not completed,not provided,2024.0,not provided,2024.0,23-04-2025
